S,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
4259,0.652000,0.500000,9.757395,9.014155,18.771550,335.479492
4269,0.651174,0.300000,9.784406,9.037828,18.822234,335.479492
4279,0.651756,0.900000,9.809243,9.061162,18.870405,335.479492
4289,0.651402,0.500000,9.834756,9.084976,18.919732,335.479492
4299,0.651515,0.700000,9.861190,9.108346,18.969536,335.479492
4309,0.650930,0.400000,9.886161,9.131989,19.018150,335.479492
4319,0.650348,0.400000,9.911301,9.155696,19.066996,335.479492
4329,0.649537,0.300000,9.937928,9.179462,19.117390,335.479492
4339,0.649423,0.600000,9.963263,9.203519,19.166782,335.479492
4349,0.648848,0.400000,9.988296,9.227162,19.215459,335.479492
4359,0.648736,0.600000,10.013352,9.250727,19.264079,335.479492
4369,0.648394,0.500000,10.041682,9.276019,19.317700,335.479492
4379,0.648513,0.700000,10.066611,9.299827,19.366437,335.479492
4389,0.648402,0.600000,10.091572,9.323907,19.415479,335.479492
4399,0.648519,0.700000,10.118803,9.348011,19.466814,335.479492
4409,0.647500,0.200000,10.144252,9.371822,19.516074,335.479492
4419,0.646939,0.400000,10.169693,9.395604,19.565297,335.479492
4429,0.646380,0.400000,10.196583,9.419818,19.616401,335.479492
4439,0.646275,0.600000,10.221937,9.443780,19.665717,335.479492
4449,0.646171,0.600000,10.246670,9.467047,19.713717,335.479492
4459,0.645618,0.400000,10.273252,9.490474,19.763726,335.479492
4469,0.644843,0.300000,10.298097,9.514011,19.812108,335.479492
4479,0.644966,0.700000,10.323603,9.537846,19.861450,335.479492
4489,0.643973,0.200000,10.350626,9.561907,19.912533,335.479492
4499,0.644321,0.800000,10.375896,9.585934,19.961830,335.479492
4509,0.644222,0.600000,10.401331,9.609827,20.011158,335.479492
4519,0.644346,0.700000,10.428857,9.633734,20.062591,335.479492
4529,0.644690,0.800000,10.455452,9.657360,20.112811,335.479492
4539,0.644150,0.400000,10.481364,9.681612,20.162976,335.479492
4549,0.643612,0.400000,10.506819,9.705548,20.212367,335.479492
4559,0.643516,0.600000,10.533360,9.729382,20.262742,335.479492
4569,0.642544,0.200000,10.558588,9.753120,20.311708,335.479492
4579,0.642232,0.500000,10.583700,9.776992,20.360692,335.479492
4589,0.641485,0.300000,10.610912,9.801004,20.411916,335.479492
4599,0.641394,0.600000,10.635908,9.824502,20.460410,335.479492
4609,0.641087,0.500000,10.661142,9.848117,20.509259,335.479492
4619,0.640564,0.400000,10.687952,9.871886,20.559838,335.479492
4629,0.640693,0.700000,10.712845,9.895460,20.608304,335.479492
4639,0.640173,0.400000,10.738086,9.919379,20.657465,335.479492
4649,0.640086,0.600000,10.764505,9.943140,20.707645,335.479492
4659,0.638925,0.100000,10.789883,9.966996,20.756879,335.479492
4669,0.639270,0.800000,10.816817,9.990947,20.807764,335.479492
4679,0.639186,0.600000,10.842440,10.015325,20.857765,335.479492
4689,0.638462,0.300000,10.869221,10.039026,20.908246,335.479492
4699,0.637953,0.400000,10.894285,10.062499,20.956784,335.479492
4709,0.637872,0.600000,10.918869,10.085806,21.004675,335.479492
4719,0.637792,0.600000,10.946337,10.109624,21.055962,335.479492
4729,0.637500,0.500000,10.971601,10.133462,21.105064,335.479492
4739,0.636998,0.400000,10.997884,10.158565,21.156449,335.713867
4749,0.636287,0.300000,11.024280,10.182028,21.206308,335.713867
4759,0.636421,0.700000,11.049525,10.205844,21.255369,335.479492
4769,0.636345,0.600000,11.074671,10.229707,21.304378,335.479492
4779,0.636688,0.800000,11.101226,10.253440,21.354665,335.479492
4789,0.635983,0.300000,11.126275,10.277137,21.403412,335.479492
4799,0.635908,0.600000,11.151701,10.301203,21.452904,335.479492
4809,0.635208,0.300000,11.178806,10.326274,21.505081,335.479492
4819,0.635343,0.700000,11.204178,10.350603,21.554781,335.479492
4829,0.635477,0.700000,11.229546,10.374364,21.603910,335.479492
4839,0.634990,0.400000,11.255061,10.398109,21.653171,335.479492
4849,0.634917,0.600000,11.282031,10.422274,21.704305,335.479492
4859,0.634639,0.500000,11.307387,10.446015,21.753402,335.479492
4869,0.633951,0.300000,11.332777,10.470107,21.802884,335.479492
4879,0.634292,0.800000,11.360423,10.493967,21.854390,335.479492
4889,0.634426,0.700000,11.386477,10.519982,21.906459,335.479492
4899,0.634356,0.600000,11.411815,10.543867,21.955682,335.479492
4909,0.633878,0.400000,11.438382,10.567652,22.006034,335.479492
4919,0.633605,0.500000,11.463275,10.591301,22.054576,335.479492
4929,0.632927,0.300000,11.488522,10.615140,22.103662,335.479492
4939,0.632860,0.600000,11.515315,10.638989,22.154304,335.479492
4949,0.632591,0.500000,11.540478,10.662636,22.203114,335.479492
4959,0.632525,0.600000,11.567153,10.686484,22.253637,335.479492
4969,0.632258,0.500000,11.594832,10.710618,22.305449,335.479492
4979,0.631992,0.500000,11.621571,10.735853,22.357424,335.479492
4989,0.632329,0.800000,11.646803,10.759508,22.406310,335.479492
4999,0.632265,0.600000,11.672514,10.784080,22.456594,335.479492
5009,0.632200,0.600000,11.699786,10.808302,22.508088,335.479492
5019,0.631936,0.500000,11.725690,10.832486,22.558177,335.479492
5029,0.631873,0.600000,11.750844,10.856220,22.607063,335.479492
5039,0.631610,0.500000,11.778157,10.880448,22.658606,335.479492
5049,0.632143,0.900000,11.803172,10.904155,22.707327,335.479492
5059,0.631881,0.500000,11.829201,10.928497,22.757698,335.479492
5069,0.631818,0.600000,11.855907,10.952363,22.808269,335.479492
5079,0.631558,0.500000,11.880986,10.976136,22.857122,335.479492
5089,0.631299,0.500000,11.905716,10.999516,22.905232,335.479492
5099,0.631238,0.600000,11.933433,11.023551,22.956984,335.479492
5109,0.630980,0.500000,11.958816,11.047483,23.006299,335.479492
5119,0.631115,0.700000,11.984300,11.071419,23.055719,335.754883
5129,0.630859,0.500000,12.011173,11.095657,23.106830,335.754883
5139,0.630604,0.500000,12.036579,11.119518,23.156097,335.754883
5149,0.630934,0.800000,12.061701,11.143166,23.204867,335.754883
5159,0.630485,0.400000,12.087436,11.167436,23.254872,335.754883
5169,0.630233,0.500000,12.114551,11.191754,23.306305,335.754883
5179,0.629594,0.300000,12.139797,11.215793,23.355590,335.754883
5189,0.629923,0.800000,12.165712,11.239971,23.405682,335.754883
5199,0.629865,0.600000,12.192620,11.264413,23.457033,335.754883
5209,0.629808,0.600000,12.217669,11.288044,23.505713,335.754883
5219,0.628983,0.200000,12.242601,11.311605,23.554206,335.754883
5229,0.628927,0.600000,12.268979,11.334919,23.603899,335.754883
5239,0.628681,0.500000,12.294341,11.358706,23.653046,335.754883
5249,0.628626,0.600000,12.319592,11.382570,23.702162,335.754883
5259,0.628190,0.400000,12.346269,11.406690,23.752959,335.754883
5269,0.628137,0.600000,12.371811,11.430689,23.802500,335.754883
5279,0.628083,0.600000,12.397355,11.454998,23.852353,335.754883
5289,0.627841,0.500000,12.424122,11.479391,23.903513,335.754883
5299,0.627599,0.500000,12.449480,11.503197,23.952678,335.754883
5309,0.627547,0.600000,12.475258,11.527368,24.002627,335.754883
5319,0.627495,0.600000,12.500436,11.550950,24.051386,335.754883
5329,0.627068,0.400000,12.526765,11.574533,24.101298,335.754883
5339,0.626642,0.400000,12.552022,11.598464,24.150486,335.754883
5349,0.626592,0.600000,12.577111,11.622358,24.199470,335.754883
5359,0.626355,0.500000,12.604707,11.646543,24.251251,335.754883
5369,0.626119,0.500000,12.629688,11.670171,24.299859,335.754883
5379,0.626071,0.600000,12.655172,11.694224,24.349396,335.754883
5389,0.626208,0.700000,12.681643,11.719539,24.401182,335.754883
5399,0.626345,0.700000,12.706925,11.743335,24.450260,335.754883
5409,0.626296,0.600000,12.732328,11.767275,24.499602,335.754883
5419,0.626248,0.600000,12.759286,11.791387,24.550673,335.754883
5429,0.626568,0.800000,12.784995,11.815467,24.600463,335.754883
5439,0.626703,0.700000,12.810747,11.839510,24.650257,335.754883
5449,0.626654,0.600000,12.837553,11.863442,24.700995,335.754883
5459,0.626606,0.600000,12.862394,11.887021,24.749415,335.754883
5469,0.626190,0.400000,12.888037,11.911337,24.799374,335.754883
5479,0.625960,0.500000,12.914861,11.936765,24.851626,335.754883
5489,0.625730,0.500000,12.941790,11.961021,24.902812,335.754883
5499,0.625319,0.400000,12.967239,11.985261,24.952501,335.754883
5509,0.624727,0.300000,12.992331,12.009048,25.001379,335.754883
5519,0.625045,0.800000,13.018935,12.032510,25.051446,335.754883
5529,0.625000,0.600000,13.044013,12.056213,25.100226,335.754883
5539,0.625316,0.800000,13.069014,12.079890,25.148903,335.754883
5549,0.625271,0.600000,13.095485,12.103653,25.199138,335.754883
5559,0.624865,0.400000,13.120353,12.127160,25.247513,335.754883
5569,0.624640,0.500000,13.145958,12.151260,25.297218,335.754883
5579,0.624417,0.500000,13.173029,12.174970,25.348000,335.754883
5589,0.624373,0.600000,13.198017,12.198937,25.396954,335.754883
5599,0.624329,0.600000,13.223362,12.223016,25.446378,335.754883
5609,0.624107,0.500000,13.250652,12.247156,25.497808,335.754883
5619,0.623529,0.300000,13.276523,12.272101,25.548624,335.754883
5629,0.623488,0.600000,13.301680,12.296025,25.597706,335.754883
5639,0.623091,0.400000,13.327353,12.320012,25.647365,335.754883
5649,0.623227,0.700000,13.354144,12.343765,25.697909,335.754883
5659,0.623009,0.500000,13.381233,12.369381,25.750614,335.989258
5669,0.622968,0.600000,13.406289,12.393062,25.799351,335.989258
5679,0.623280,0.800000,13.432891,12.418036,25.850928,335.754883
5689,0.623415,0.700000,13.457744,12.441767,25.899511,335.754883
5699,0.623374,0.600000,13.483207,12.465962,25.949168,335.754883
5709,0.622982,0.400000,13.509761,12.489638,25.999399,335.754883
5719,0.622942,0.600000,13.534922,12.513615,26.048536,335.754883
5729,0.622727,0.500000,13.560089,12.537358,26.097447,335.754883
5739,0.622862,0.700000,13.587504,12.561408,26.148913,335.754883
5749,0.622474,0.400000,13.612634,12.585119,26.197752,335.754883
5759,0.622609,0.700000,13.637987,12.608783,26.246770,335.754883
5769,0.622396,0.500000,13.664874,12.632585,26.297459,335.754883
5779,0.622357,0.600000,13.690337,12.656593,26.346931,335.754883
5789,0.622145,0.500000,13.715827,12.680684,26.396510,335.754883
5799,0.622107,0.600000,13.740899,12.704715,26.445614,335.754883
5809,0.622414,0.800000,13.768479,12.729584,26.498063,335.754883
5819,0.622375,0.600000,13.794086,12.753463,26.547549,335.754883
5829,0.621993,0.400000,13.819138,12.777170,26.596307,335.754883
5839,0.621955,0.600000,13.845879,12.801173,26.647052,335.754883
5849,0.621747,0.500000,13.870583,12.824756,26.695338,335.754883
5859,0.621709,0.600000,13.895457,12.848292,26.743749,335.754883
5869,0.621331,0.400000,13.921916,12.871856,26.793772,335.754883
5879,0.621465,0.700000,13.947351,12.895460,26.842811,335.754883
5889,0.621259,0.500000,13.972844,12.919283,26.892127,335.754883
5899,0.620883,0.400000,13.999758,12.942831,26.942590,335.754883
5909,0.621017,0.700000,14.024949,12.966659,26.991608,335.754883
5919,0.620643,0.400000,14.049929,12.990309,27.040237,335.754883
5929,0.620439,0.500000,14.076486,13.014146,27.090631,335.754883
5939,0.620742,0.800000,14.101490,13.037637,27.139127,335.754883
5949,0.620202,0.300000,14.126547,13.061104,27.187651,335.754883
5959,0.620168,0.600000,14.151769,13.085050,27.236819,335.754883
5969,0.619966,0.500000,14.179780,13.108840,27.288619,335.754883
5979,0.619598,0.400000,14.204585,13.132471,27.337057,335.754883
5989,0.619398,0.500000,14.229929,13.156803,27.386733,335.754883
5999,0.619366,0.600000,14.256912,13.180509,27.437421,335.754883
6009,0.619000,0.400000,14.283054,13.204418,27.487472,335.754883
6019,0.619301,0.800000,14.308224,13.228112,27.536336,335.754883
6029,0.619435,0.700000,14.335053,13.251819,27.586873,335.754883
6039,0.619237,0.500000,14.361433,13.276515,27.637948,335.754883
6049,0.619371,0.700000,14.386788,13.300358,27.687145,335.754883
6059,0.618843,0.300000,14.413599,13.324462,27.738061,335.754883
6069,0.618812,0.600000,14.438478,13.348074,27.786552,335.754883
6079,0.618122,0.200000,14.463704,13.371930,27.835634,335.754883
6089,0.617434,0.200000,14.490389,13.395687,27.886076,335.754883
6099,0.617241,0.500000,14.515664,13.419404,27.935068,335.754883
6109,0.617213,0.600000,14.540674,13.442925,27.983599,335.754883
6119,0.616530,0.200000,14.565557,13.466700,28.032257,335.754883
6129,0.616340,0.500000,14.592712,13.490519,28.083231,335.754883
6139,0.616150,0.500000,14.617795,13.514125,28.131920,335.768555
6149,0.615798,0.400000,14.642737,13.537500,28.180237,335.768555
6159,0.615610,0.500000,14.669702,13.561425,28.231127,335.768555
6169,0.615422,0.500000,14.695149,13.585650,28.280799,335.768555
6179,0.615397,0.600000,14.720467,13.609463,28.329930,335.768555
6189,0.615534,0.700000,14.746997,13.633189,28.380186,335.768555
6199,0.615347,0.500000,14.772240,13.656817,28.429057,335.768555
6209,0.615161,0.500000,14.800579,13.683282,28.483861,335.768555
6219,0.614976,0.500000,14.827640,13.707637,28.535277,335.768555
6229,0.614952,0.600000,14.852544,13.731245,28.583789,335.768555
6239,0.615088,0.700000,14.877472,13.754865,28.632337,335.768555
6249,0.614583,0.300000,14.903754,13.778219,28.681973,335.768555
6259,0.614400,0.500000,14.929595,13.802270,28.731866,335.768555
6269,0.614217,0.500000,14.955074,13.826182,28.781256,335.768555
6279,0.613716,0.300000,14.980041,13.849877,28.829918,335.768555
6289,0.613376,0.400000,15.006607,13.873557,28.880165,335.768555
6299,0.613355,0.600000,15.031598,13.897026,28.928624,335.768555
6309,0.613333,0.600000,15.056538,13.920649,28.977187,335.768555
6319,0.612678,0.200000,15.083171,13.944205,29.027377,335.768555
6329,0.612658,0.600000,15.108072,13.967726,29.075798,335.768555
6339,0.612480,0.500000,15.133875,13.992019,29.125894,335.768555
6349,0.612934,0.900000,15.161000,14.015963,29.176963,335.768555
6359,0.612756,0.500000,15.186165,14.040171,29.226337,335.768555
6369,0.612893,0.700000,15.211262,14.063950,29.275212,335.768555
6379,0.612716,0.500000,15.237991,14.087590,29.325581,335.768555
6389,0.612696,0.600000,15.263378,14.111470,29.374848,335.768555
6399,0.612207,0.300000,15.288657,14.135197,29.423854,335.768555
6409,0.612187,0.600000,15.316040,14.160690,29.476730,335.768555
6419,0.612012,0.500000,15.341813,14.184816,29.526629,335.768555
6429,0.611838,0.500000,15.366908,14.208575,29.575483,335.768555
6439,0.611509,0.400000,15.392042,14.232468,29.624510,335.768555
6449,0.611801,0.800000,15.419594,14.256751,29.676345,335.768555
6459,0.611938,0.700000,15.444979,14.280682,29.725661,335.768555
6469,0.611765,0.500000,15.469762,14.304101,29.773863,335.768555
6479,0.611592,0.500000,15.496274,14.327683,29.823957,335.768555
6489,0.611420,0.500000,15.521257,14.351337,29.872594,335.768555
6499,0.611402,0.600000,15.546453,14.375396,29.921849,335.768555
6509,0.610769,0.200000,15.573381,14.399738,29.973119,335.768555
6519,0.610292,0.300000,15.598626,14.423434,30.022061,335.768555
6529,0.610276,0.600000,15.623484,14.446836,30.070320,335.768555
6539,0.610107,0.500000,15.650145,14.470276,30.120421,335.768555
6549,0.610245,0.700000,15.677095,14.494073,30.171168,335.768555
6559,0.609771,0.300000,15.702122,14.517711,30.219833,335.768555
6569,0.609604,0.500000,15.728706,14.541818,30.270524,335.768555
6579,0.609285,0.400000,15.755506,14.567859,30.323365,336.002930
6589,0.608967,0.400000,15.781242,14.591803,30.373045,336.002930
6599,0.608649,0.400000,15.806352,14.615477,30.421829,335.768555
6609,0.608636,0.600000,15.832988,14.638979,30.471967,335.764648
6619,0.608775,0.700000,15.858209,14.662783,30.520992,335.764648
6629,0.608459,0.400000,15.883102,14.686264,30.569366,335.764648
6639,0.608597,0.700000,15.909382,14.709440,30.618822,335.764648
6649,0.608886,0.800000,15.934369,14.733078,30.667447,335.764648
6659,0.608722,0.500000,15.959651,14.757052,30.716704,335.764648
6669,0.608709,0.600000,15.986695,14.780886,30.767581,335.764648
6679,0.608396,0.400000,16.012191,14.804874,30.817065,335.764648
6689,0.608533,0.700000,16.037460,14.828611,30.866070,335.764648
6699,0.608520,0.600000,16.064561,14.853623,30.918184,335.764648
6709,0.608358,0.500000,16.090133,14.877667,30.967800,335.764648
6719,0.608048,0.400000,16.115950,14.901540,31.017490,335.764648
6729,0.607887,0.500000,16.143875,14.925684,31.069559,335.764648
6739,0.607578,0.400000,16.169147,14.949310,31.118457,335.764648
6749,0.607715,0.700000,16.194658,14.973275,31.167933,335.764648
6759,0.607704,0.600000,16.220465,14.997765,31.218230,335.764648
6769,0.607692,0.600000,16.247374,15.021397,31.268771,335.764648
6779,0.607533,0.500000,16.272648,15.045063,31.317711,335.764648
6789,0.607670,0.700000,16.297733,15.068764,31.366497,335.764648
6799,0.607364,0.400000,16.324875,15.092925,31.417800,335.764648
6809,0.607059,0.400000,16.350040,15.116614,31.466653,335.764648
6819,0.607195,0.700000,16.375363,15.140299,31.515662,335.764648
6829,0.607038,0.500000,16.402120,15.163689,31.565810,335.764648
6839,0.607028,0.600000,16.428609,15.187170,31.615779,335.764648
6849,0.606725,0.400000,16.453903,15.210488,31.664390,335.764648
6859,0.606715,0.600000,16.480596,15.234841,31.715437,335.764648
6869,0.606560,0.500000,16.505655,15.258356,31.764011,335.764648
6879,0.606259,0.400000,16.530953,15.281877,31.812831,335.764648
6889,0.606395,0.700000,16.558025,15.305526,31.863551,335.764648
6899,0.606096,0.400000,16.583415,15.329570,31.912985,335.764648
6909,0.606232,0.700000,16.608534,15.353159,31.961693,335.764648
6919,0.606368,0.700000,16.633392,15.376617,32.010009,335.764648
6929,0.605925,0.300000,16.660255,15.400446,32.060701,335.764648
6939,0.605628,0.400000,16.685342,15.424307,32.109648,335.764648
6949,0.605187,0.300000,16.710598,15.447760,32.158358,335.764648
6959,0.605324,0.700000,16.737981,15.471334,32.209315,335.764648
6969,0.605029,0.400000,16.763499,15.495676,32.259175,335.764648
6979,0.605022,0.600000,16.788816,15.519632,32.308448,335.764648
6989,0.605014,0.600000,16.816016,15.544578,32.360594,335.764648
6999,0.605150,0.700000,16.841694,15.568783,32.410476,335.764648
7009,0.604857,0.400000,16.866737,15.592339,32.459076,335.764648
7019,0.604565,0.400000,16.894014,15.616401,32.510415,335.764648
7029,0.604558,0.600000,16.920015,15.640743,32.560758,335.764648
7039,0.604552,0.600000,16.945243,15.664488,32.609731,335.764648
7049,0.604119,0.300000,16.972061,15.688276,32.660336,335.764648
7059,0.604113,0.600000,16.997230,15.711851,32.709082,335.764648
7069,0.603824,0.400000,17.023244,15.736053,32.759297,335.764648
7079,0.603395,0.300000,17.048587,15.759503,32.808090,335.764648
7089,0.603672,0.800000,17.075540,15.783308,32.858847,335.764648
7099,0.603667,0.600000,17.100685,15.806962,32.907647,335.764648
7109,0.603521,0.500000,17.125833,15.830572,32.956405,335.764648
